Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Uruguay,URY,1985,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Uruguay,URY,1984,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Uruguay,URY,1983,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Uruguay,URY,1982,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Uruguay,URY,1981,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Uruguay,URY,1980,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Uruguay,URY,1979,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Uruguay,URY,1978,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Uruguay,URY,1977,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Uruguay,URY,1976,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
